UF;município;código IBGE;nome do fundo;CNPJ;nome do estabelecimento;código CNES;CNPJ;código da emenda parlamentar;valor por emenda;valor por parlamentar;valor;funcional programático;numero da proposta;numero da portaria;data
BA;Brumado;2904605;;;;;;;;;;;3732.;07/05/2024
BA;Caém;2905107;;;;;;;;;;;3732.;07/05/2024
BA;Caetité;2905206;;;;;;;;;;;3732.;07/05/2024
BA;Campo Alegre de Lourdes;2905909;;;;;;;;;;;3732.;07/05/2024
BA;Canápolis;2906105;;;;;;;;;;;3732.;07/05/2024
BA;Canavieiras;2906303;;;;;;;;;;;3732.;07/05/2024
BA;Cândido Sales;2906709;;;;;;;;;;;3732.;07/05/2024
BA;Cansanção;2906808;;;;;;;;;;;3732.;07/05/2024
BA;Capim Grosso;2906873;;;;;;;;;;;3732.;07/05/2024
BA;Caraíbas;2906899;;;;;;;;;;;3732.;07/05/2024
BA;Coaraci;2908002;;;;;;;;;;;3732.;07/05/2024
BA;Cocos;2908101;;;;;;;;;;;3732.;07/05/2024
BA;Conceição do Coité;2908408;;;;;;;;;;;3732.;07/05/2024
BA;Conceição do Jacuípe;2908507;;;;;;;;;;;3732.;07/05/2024
BA;Contendas do Sincorá;2908804;;;;;;;;;;;3732.;07/05/2024
BA;Coração de Maria;2908903;;;;;;;;;;;3732.;07/05/2024
BA;Coronel João Sá;2909208;;;;;;;;;;;3732.;07/05/2024
BA;Correntina;2909307;;;;;;;;;;;3732.;07/05/2024
BA;Cristópolis;2909703;;;;;;;;;;;3732.;07/05/2024
BA;Dário Meira;2910008;;;;;;;;;;;3732.;07/05/2024
BA;Dom Macedo Costa;2910206;;;;;;;;;;;3732.;07/05/2024
BA;Encruzilhada;2910404;;;;;;;;;;;3732.;07/05/2024
BA;Érico Cardoso;2900504;;;;;;;;;;;3732.;07/05/2024
BA;Euclides da Cunha;2910701;;;;;;;;;;;3732.;07/05/2024
BA;Fátima;2910750;;;;;;;;;;;3732.;07/05/2024
BA;Filadélfia;2910859;;;;;;;;;;;3732.;07/05/2024
BA;Floresta Azul;2911006;;;;;;;;;;;3732.;07/05/2024
BA;Glória;2911402;;;;;;;;;;;3732.;07/05/2024
BA;Guajeru;2911659;;;;;;;;;;;3732.;07/05/2024
BA;Guanambi;2911709;;;;;;;;;;;3732.;07/05/2024
BA;Iaçu;2911907;;;;;;;;;;;3732.;07/05/2024
BA;Ibiassucê;2912004;;;;;;;;;;;3732.;07/05/2024
BA;Ibicaraí;2912103;;;;;;;;;;;3732.;07/05/2024
BA;Ibicoara;2912202;;;;;;;;;;;3732.;07/05/2024
BA;Ibirapitanga;2912707;;;;;;;;;;;3732.;07/05/2024
BA;Ibirapuã;2912806;;;;;;;;;;;3732.;07/05/2024
BA;Ibirataia;2912905;;;;;;;;;;;3732.;07/05/2024
BA;Igrapiúna;2913457;;;;;;;;;;;3732.;07/05/2024
BA;Ilhéus;2913606;;;;;;;;;;;3732.;07/05/2024
BA;Iramaia;2914307;;;;;;;;;;;3732.;07/05/2024
BA;Irecê;2914604;;;;;;;;;;;3732.;07/05/2024
BA;Itaberaba;2914703;;;;;;;;;;;3732.;07/05/2024
BA;Itagi;2915106;;;;;;;;;;;3732.;07/05/2024
BA;Itagibá;2915205;;;;;;;;;;;3732.;07/05/2024
BA;Itambé;2915809;;;;;;;;;;;3732.;07/05/2024
BA;Itapé;2916203;;;;;;;;;;;3732.;07/05/2024
BA;Itatim;2916856;;;;;;;;;;;3732.;07/05/2024
BA;Iuiu;2917334;;;;;;;;;;;3732.;07/05/2024
BA;Jaborandi;2917359;;;;;;;;;;;3732.;07/05/2024
BA;Jacobina;2917508;;;;;;;;;;;3732.;07/05/2024
BA;Jequié;2918001;;;;;;;;;;;3732.;07/05/2024
BA;Jitaúna;2918308;;;;;;;;;;;3732.;07/05/2024
BA;Juazeiro;2918407;;;;;;;;;;;3732.;07/05/2024
BA;Jucuruçu;2918456;;;;;;;;;;;3732.;07/05/2024
BA;Jussara;2918506;;;;;;;;;;;3732.;07/05/2024
BA;Jussari;2918555;;;;;;;;;;;3732.;07/05/2024
BA;Jussiape;2918605;;;;;;;;;;;3732.;07/05/2024
BA;Lafaiete Coutinho;2918704;;;;;;;;;;;3732.;07/05/2024
BA;Lamarão;2919108;;;;;;;;;;;3732.;07/05/2024
BA;Luís Eduardo Magalhães;2919553;;;;;;;;;;;3732.;07/05/2024
BA;Macarani;2919702;;;;;;;;;;;3732.;07/05/2024
BA;Maetinga;2919959;;;;;;;;;;;3732.;07/05/2024
BA;Malhada de Pedras;2920304;;;;;;;;;;;3732.;07/05/2024
BA;Manoel Vitorino;2920403;;;;;;;;;;;3732.;07/05/2024
BA;Mansidão;2920452;;;;;;;;;;;3732.;07/05/2024
BA;Maracás;2920502;;;;;;;;;;;3732.;07/05/2024
BA;Maraú;2920700;;;;;;;;;;;3732.;07/05/2024
BA;Milagres;2921302;;;;;;;;;;;3732.;07/05/2024
BA;Mirante;2921450;;;;;;;;;;;3732.;07/05/2024
BA;Mucugê;2921906;;;;;;;;;;;3732.;07/05/2024
BA;Mulungu do Morro;2922052;;;;;;;;;;;3732.;07/05/2024
BA;Nordestina;2922656;;;;;;;;;;;3732.;07/05/2024
BA;Nova Fátima;2922730;;;;;;;;;;;3732.;07/05/2024
BA;Ourolândia;2923357;;;;;;;;;;;3732.;07/05/2024
BA;Palmeiras;2923506;;;;;;;;;;;3732.;07/05/2024
BA;Piatã;2924306;;;;;;;;;;;3732.;07/05/2024
BA;Pilão Arcado;2924405;;;;;;;;;;;3732.;07/05/2024
BA;Piraí do Norte;2924678;;;;;;;;;;;3732.;07/05/2024
BA;Poções;2925105;;;;;;;;;;;3732.;07/05/2024
BA;Ponto Novo;2925253;;;;;;;;;;;3732.;07/05/2024
BA;Porto Seguro;2925303;;;;;;;;;;;3732.;07/05/2024
BA;Potiraguá;2925402;;;;;;;;;;;3732.;07/05/2024
BA;Prado;2925501;;;;;;;;;;;3732.;07/05/2024
BA;Presidente Jânio Quadros;2925709;;;;;;;;;;;3732.;07/05/2024
BA;Queimadas;2925808;;;;;;;;;;;3732.;07/05/2024
BA;Quixabeira;2925931;;;;;;;;;;;3732.;07/05/2024
BA;Ribeirão do Largo;2926657;;;;;;;;;;;3732.;07/05/2024
BA;Rio de Contas;2926707;;;;;;;;;;;3732.;07/05/2024
BA;Rodelas;2927101;;;;;;;;;;;3732.;07/05/2024
BA;Santa Brígida;2927606;;;;;;;;;;;3732.;07/05/2024
BA;Santa Cruz Cabrália;2927705;;;;;;;;;;;3732.;07/05/2024
BA;Santa Luzia;2928059;;;;;;;;;;;3732.;07/05/2024
BA;Santaluz;2928000;;;;;;;;;;;3732.;07/05/2024
BA;São Gonçalo dos Campos;2929305;;;;;;;;;;;3732.;07/05/2024
BA;Sapeaçu;2929602;;;;;;;;;;;3732.;07/05/2024
BA;Seabra;2929909;;;;;;;;;;;3732.;07/05/2024
BA;Serra do Ramalho;2930154;;;;;;;;;;;3732.;07/05/2024
BA;Serra Preta;2930402;;;;;;;;;;;3732.;07/05/2024
BA;Sítio do Mato;2930758;;;;;;;;;;;3732.;07/05/2024
BA;Sítio do Quinto;2930766;;;;;;;;;;;3732.;07/05/2024
BA;Sobradinho;2930774;;;;;;;;;;;3732.;07/05/2024
BA;Tanhaçu;2931004;;;;;;;;;;;3732.;07/05/2024
BA;Teolândia;2931608;;;;;;;;;;;3732.;07/05/2024
BA;Tremedal;2931806;;;;;;;;;;;3732.;07/05/2024
BA;Uauá;2932002;;;;;;;;;;;3732.;07/05/2024
BA;Una;2932507;;;;;;;;;;;3732.;07/05/2024
BA;Uruçuca;2932705;;;;;;;;;;;3732.;07/05/2024
BA;Várzea Nova;2933158;;;;;;;;;;;3732.;07/05/2024
BA;Varzedo;2933174;;;;;;;;;;;3732.;07/05/2024
BA;Vitória da Conquista;2933307;;;;;;;;;;;3732.;07/05/2024
BA;Wagner;2933406;;;;;;;;;;;3732.;07/05/2024
BA;Wanderley;2933455;;;;;;;;;;;3732.;07/05/2024
BA;Wenceslau Guimarães;2933505;;;;;;;;;;;3732.;07/05/2024
CE;Acaraú;2300200;;;;;;;;;;;3732.;07/05/2024
CE;Ararendá;2301257;;;;;;;;;;;3732.;07/05/2024
CE;Barbalha;2301901;;;;;;;;;;;3732.;07/05/2024
CE;Brejo Santo;2302503;;;;;;;;;;;3732.;07/05/2024
CE;Cascavel;2303501;;;;;;;;;;;3732.;07/05/2024
CE;Catunda;2303659;;;;;;;;;;;3732.;07/05/2024
CE;Crateús;2304103;;;;;;;;;;;3732.;07/05/2024
CE;Cruz;2304251;;;;;;;;;;;3732.;07/05/2024
CE;Eusébio;2304285;;;;;;;;;;;3732.;07/05/2024
CE;Fortim;2304459;;;;;;;;;;;3732.;07/05/2024
CE;Frecheirinha;2304509;;;;;;;;;;;3732.;07/05/2024
CE;Granjeiro;2304806;;;;;;;;;;;3732.;07/05/2024
CE;Guaraciaba do Norte;2305001;;;;;;;;;;;3732.;07/05/2024
CE;Guaramiranga;2305100;;;;;;;;;;;3732.;07/05/2024
CE;Horizonte;2305233;;;;;;;;;;;3732.;07/05/2024
CE;Icapuí;2305357;;;;;;;;;;;3732.;07/05/2024
CE;Itaitinga;2306256;;;;;;;;;;;3732.;07/05/2024
CE;Itarema;2306553;;;;;;;;;;;3732.;07/05/2024
CE;Jardim;2307106;;;;;;;;;;;3732.;07/05/2024
CE;Jijoca de Jericoacoara;2307254;;;;;;;;;;;3732.;07/05/2024
CE;Juazeiro do Norte;2307304;;;;;;;;;;;3732.;07/05/2024
CE;Maracanaú;2307650;;;;;;;;;;;3732.;07/05/2024
CE;Milhã;2308351;;;;;;;;;;;3732.;07/05/2024
CE;Miraíma;2308377;;;;;;;;;;;3732.;07/05/2024
CE;Missão Velha;2308401;;;;;;;;;;;3732.;07/05/2024
CE;Paracuru;2310209;;;;;;;;;;;3732.;07/05/2024
CE;Parambu;2310308;;;;;;;;;;;3732.;07/05/2024
CE;Pindoretama;2310852;;;;;;;;;;;3732.;07/05/2024
CE;Porteiras;2311108;;;;;;;;;;;3732.;07/05/2024
CE;Reriutaba;2311702;;;;;;;;;;;3732.;07/05/2024
CE;São Gonçalo do Amarante;2312403;;;;;;;;;;;3732.;07/05/2024
CE;Tauá;2313302;;;;;;;;;;;3732.;07/05/2024
CE;Tianguá;2313401;;;;;;;;;;;3732.;07/05/2024
CE;Trairi;2313500;;;;;;;;;;;3732.;07/05/2024
ES;Afonso Cláudio;3200102;;;;;;;;;;;3732.;07/05/2024
ES;Água Doce do Norte;3200169;;;;;;;;;;;3732.;07/05/2024
ES;Águia Branca;3200136;;;;;;;;;;;3732.;07/05/2024
ES;Bom Jesus do Norte;3201100;;;;;;;;;;;3732.;07/05/2024
ES;Brejetuba;3201159;;;;;;;;;;;3732.;07/05/2024
ES;Divino de São Lourenço;3201803;;;;;;;;;;;3732.;07/05/2024
ES;Domingos Martins;3201902;;;;;;;;;;;3732.;07/05/2024
ES;Ibitirama;3202553;;;;;;;;;;;3732.;07/05/2024
ES;Irupi;3202652;;;;;;;;;;;3732.;07/05/2024
ES;Itapemirim;3202801;;;;;;;;;;;3732.;07/05/2024
ES;Itarana;3202900;;;;;;;;;;;3732.;07/05/2024
ES;Laranja da Terra;3203163;;;;;;;;;;;3732.;07/05/2024
ES;Marataízes;3203320;;;;;;;;;;;3732.;07/05/2024
ES;Marechal Floriano;3203346;;;;;;;;;;;3732.;07/05/2024
ES;Muniz Freire;3203700;;;;;;;;;;;3732.;07/05/2024
ES;Presidente Kennedy;3204302;;;;;;;;;;;3732.;07/05/2024
ES;Santa Leopoldina;3204500;;;;;;;;;;;3732.;07/05/2024
ES;Santa Maria de Jetibá;3204559;;;;;;;;;;;3732.;07/05/2024
ES;São José do Calçado;3204807;;;;;;;;;;;3732.;07/05/2024
GO;Abadia de Goiás;5200050;;;;;;;;;;;3732.;07/05/2024
GO;Água Limpa;5200209;;;;;;;;;;;3732.;07/05/2024
GO;Águas Lindas de Goiás;5200258;;;;;;;;;;;3732.;07/05/2024
GO;Alto Paraíso de Goiás;5200605;;;;;;;;;;;3732.;07/05/2024
GO;Anápolis;5201108;;;;;;;;;;;3732.;07/05/2024
GO;Aparecida do Rio Doce;5201454;;;;;;;;;;;3732.;07/05/2024
GO;Aporé;5201504;;;;;;;;;;;3732.;07/05/2024
GO;Araçu;5201603;;;;;;;;;;;3732.;07/05/2024
GO;Aragoiânia;5201801;;;;;;;;;;;3732.;07/05/2024
GO;Arenópolis;5202353;;;;;;;;;;;3732.;07/05/2024
GO;Aurilândia;5202601;;;;;;;;;;;3732.;07/05/2024
GO;Avelinópolis;5202809;;;;;;;;;;;3732.;07/05/2024
GO;Bela Vista de Goiás;5203302;;;;;;;;;;;3732.;07/05/2024
GO;Bonfinópolis;5203559;;;;;;;;;;;3732.;07/05/2024
GO;Brazabrantes;5203609;;;;;;;;;;;3732.;07/05/2024
GO;Buriti Alegre;5203906;;;;;;;;;;;3732.;07/05/2024
GO;Buriti de Goiás;5203939;;;;;;;;;;;3732.;07/05/2024
GO;Cachoeira de Goiás;5204201;;;;;;;;;;;3732.;07/05/2024
GO;Caldas Novas;5204508;;;;;;;;;;;3732.;07/05/2024
GO;Caldazinha;5204557;;;;;;;;;;;3732.;07/05/2024
GO;Campestre de Goiás;5204607;;;;;;;;;;;3732.;07/05/2024
GO;Campinaçu;5204656;;;;;;;;;;;3732.;07/05/2024
GO;Campos Verdes;5204953;;;;;;;;;;;3732.;07/05/2024
GO;Catalão;5205109;;;;;;;;;;;3732.;07/05/2024
GO;Caturaí;5205208;;;;;;;;;;;3732.;07/05/2024
GO;Chapadão do Céu;5205471;;;;;;;;;;;3732.;07/05/2024
GO;Cidade Ocidental;5205497;;;;;;;;;;;3732.;07/05/2024
GO;Cocalzinho de Goiás;5205513;;;;;;;;;;;3732.;07/05/2024
GO;Colinas do Sul;5205521;;;;;;;;;;;3732.;07/05/2024
GO;Córrego do Ouro;5205703;;;;;;;;;;;3732.;07/05/2024
GO;Cristalina;5206206;;;;;;;;;;;3732.;07/05/2024
GO;Cristianópolis;5206305;;;;;;;;;;;3732.;07/05/2024
GO;Cromínia;5206503;;;;;;;;;;;3732.;07/05/2024
GO;Cumari;5206602;;;;;;;;;;;3732.;07/05/2024
GO;Damianópolis;5206701;;;;;;;;;;;3732.;07/05/2024
GO;Edealina;5207352;;;;;;;;;;;3732.;07/05/2024
GO;Faina;5207535;;;;;;;;;;;3732.;07/05/2024
GO;Fazenda Nova;5207600;;;;;;;;;;;3732.;07/05/2024
GO;Formoso;5208103;;;;;;;;;;;3732.;07/05/2024
GO;Goianápolis;5208400;;;;;;;;;;;3732.;07/05/2024
GO;Goianésia;5208608;;;;;;;;;;;3732.;07/05/2024
GO;Goianira;5208806;;;;;;;;;;;3732.;07/05/2024
GO;Goiás;5208905;;;;;;;;;;;3732.;07/05/2024
GO;Goiatuba;5209101;;;;;;;;;;;3732.;07/05/2024
GO;Guapó;5209200;;;;;;;;;;;3732.;07/05/2024
GO;Guaraíta;5209291;;;;;;;;;;;3732.;07/05/2024
GO;Guarani de Goiás;5209408;;;;;;;;;;;3732.;07/05/2024
GO;Guarinos;5209457;;;;;;;;;;;3732.;07/05/2024
GO;Hidrolândia;5209705;;;;;;;;;;;3732.;07/05/2024
GO;Hidrolina;5209804;;;;;;;;;;;3732.;07/05/2024
GO;Indiara;5209952;;;;;;;;;;;3732.;07/05/2024
GO;Ipiranga de Goiás;5210158;;;;;;;;;;;3732.;07/05/2024
GO;Iporá;5210208;;;;;;;;;;;3732.;07/05/2024
GO;Itaberaí;5210406;;;;;;;;;;;3732.;07/05/2024
GO;Itaguari;5210562;;;;;;;;;;;3732.;07/05/2024
GO;Itapirapuã;5211008;;;;;;;;;;;3732.;07/05/2024
GO;Itapuranga;5211206;;;;;;;;;;;3732.;07/05/2024
GO;Itumbiara;5211503;;;;;;;;;;;3732.;07/05/2024
GO;Ivolândia;5211602;;;;;;;;;;;3732.;07/05/2024
GO;Jandaia;5211701;;;;;;;;;;;3732.;07/05/2024
GO;Jataí;5211909;;;;;;;;;;;3732.;07/05/2024
GO;Jaupaci;5212006;;;;;;;;;;;3732.;07/05/2024
GO;Jussara;5212204;;;;;;;;;;;3732.;07/05/2024
GO;Leopoldo de Bulhões;5212303;;;;;;;;;;;3732.;07/05/2024
GO;Mairipotaba;5212600;;;;;;;;;;;3732.;07/05/2024
GO;Mara Rosa;5212808;;;;;;;;;;;3732.;07/05/2024
GO;Marzagão;5212907;;;;;;;;;;;3732.;07/05/2024
GO;Mimoso de Goiás;5213053;;;;;;;;;;;3732.;07/05/2024
GO;Mineiros;5213103;;;;;;;;;;;3732.;07/05/2024
GO;Moiporá;5213400;;;;;;;;;;;3732.;07/05/2024
GO;Montes Claros de Goiás;5213707;;;;;;;;;;;3732.;07/05/2024
GO;Morrinhos;5213806;;;;;;;;;;;3732.;07/05/2024
GO;Morro Agudo de Goiás;5213855;;;;;;;;;;;3732.;07/05/2024
GO;Mossâmedes;5213905;;;;;;;;;;;3732.;07/05/2024
GO;Mundo Novo;5214051;;;;;;;;;;;3732.;07/05/2024
GO;Nerópolis;5214507;;;;;;;;;;;3732.;07/05/2024
GO;Nova Glória;5214861;;;;;;;;;;;3732.;07/05/2024
GO;Nova Iguaçu de Goiás;5214879;;;;;;;;;;;3732.;07/05/2024
GO;Novo Brasil;5215207;;;;;;;;;;;3732.;07/05/2024
GO;Orizona;5215306;;;;;;;;;;;3732.;07/05/2024
GO;Ouro Verde de Goiás;5215405;;;;;;;;;;;3732.;07/05/2024
GO;Ouvidor;5215504;;;;;;;;;;;3732.;07/05/2024
GO;Palmeiras de Goiás;5215702;;;;;;;;;;;3732.;07/05/2024
GO;Palminópolis;5215900;;;;;;;;;;;3732.;07/05/2024
GO;Pilar de Goiás;5216908;;;;;;;;;;;3732.;07/05/2024
GO;Piracanjuba;5217104;;;;;;;;;;;3732.;07/05/2024
GO;Piranhas;5217203;;;;;;;;;;;3732.;07/05/2024
GO;Pirenópolis;5217302;;;;;;;;;;;3732.;07/05/2024
GO;Pires do Rio;5217401;;;;;;;;;;;3732.;07/05/2024
GO;Planaltina;5217609;;;;;;;;;;;3732.;07/05/2024
GO;Pontalina;5217708;;;;;;;;;;;3732.;07/05/2024
GO;Porteirão;5218052;;;;;;;;;;;3732.;07/05/2024
GO;Professor Jamil;5218391;;;;;;;;;;;3732.;07/05/2024
GO;Rialma;5218607;;;;;;;;;;;3732.;07/05/2024
GO;Sanclerlândia;5219001;;;;;;;;;;;3732.;07/05/2024
GO;Santa Cruz de Goiás;5219209;;;;;;;;;;;3732.;07/05/2024
GO;Santa Rosa de Goiás;5219506;;;;;;;;;;;3732.;07/05/2024
GO;Santa Tereza de Goiás;5219605;;;;;;;;;;;3732.;07/05/2024
GO;Santa Terezinha de Goiás;5219704;;;;;;;;;;;3732.;07/05/2024
GO;Santo Antônio de Goiás;5219738;;;;;;;;;;;3732.;07/05/2024
GO;São Francisco de Goiás;5219902;;;;;;;;;;;3732.;07/05/2024
GO;São João da Paraúna;5220058;;;;;;;;;;;3732.;07/05/2024
GO;São Miguel do Araguaia;5220207;;;;;;;;;;;3732.;07/05/2024
GO;São Miguel do Passa Quatro;5220264;;;;;;;;;;;3732.;07/05/2024
GO;São Patrício;5220280;;;;;;;;;;;3732.;07/05/2024
GO;Senador Canedo;5220454;;;;;;;;;;;3732.;07/05/2024
GO;Silvânia;5220603;;;;;;;;;;;3732.;07/05/2024
GO;Taquaral de Goiás;5221007;;;;;;;;;;;3732.;07/05/2024
GO;Três Ranchos;5221304;;;;;;;;;;;3732.;07/05/2024
GO;Trindade;5221403;;;;;;;;;;;3732.;07/05/2024
GO;Uruaçu;5221601;;;;;;;;;;;3732.;07/05/2024
GO;Urutaí;5221809;;;;;;;;;;;3732.;07/05/2024
GO;Valparaíso de Goiás;5221858;;;;;;;;;;;3732.;07/05/2024
GO;Vianópolis;5222005;;;;;;;;;;;3732.;07/05/2024
MA;Amapá do Maranhão;2100550;;;;;;;;;;;3732.;07/05/2024
MA;Balsas;2101400;;;;;;;;;;;3732.;07/05/2024
MA;Barreirinhas;2101707;;;;;;;;;;;3732.;07/05/2024
MA;Bela Vista do Maranhão;2101772;;;;;;;;;;;3732.;07/05/2024
MA;Belágua;2101731;;;;;;;;;;;3732.;07/05/2024
MA;Brejo de Areia;2102150;;;;;;;;;;;3732.;07/05/2024
MA;Buriti;2102200;;;;;;;;;;;3732.;07/05/2024
MA;Cachoeira Grande;2102374;;;;;;;;;;;3732.;07/05/2024
MA;Cantanhede;2102705;;;;;;;;;;;3732.;07/05/2024
MA;Capinzal do Norte;2102754;;;;;;;;;;;3732.;07/05/2024
MA;Carutapera;2102903;;;;;;;;;;;3732.;07/05/2024
MA;Chapadinha;2103208;;;;;;;;;;;3732.;07/05/2024
MA;Davinópolis;2103752;;;;;;;;;;;3732.;07/05/2024
MA;Esperantinópolis;2104008;;;;;;;;;;;3732.;07/05/2024
MA;Fernando Falcão;2104081;;;;;;;;;;;3732.;07/05/2024
MA;Governador Newton Bello;2104651;;;;;;;;;;;3732.;07/05/2024
MA;Grajaú;2104800;;;;;;;;;;;3732.;07/05/2024
MA;Imperatriz;2105302;;;;;;;;;;;3732.;07/05/2024
MA;João Lisboa;2105500;;;;;;;;;;;3732.;07/05/2024
MA;Junco do Maranhão;2105658;;;;;;;;;;;3732.;07/05/2024
MA;Luís Domingues;2106201;;;;;;;;;;;3732.;07/05/2024
MA;Matões do Norte;2106631;;;;;;;;;;;3732.;07/05/2024
MA;Milagres do Maranhão;2106672;;;;;;;;;;;3732.;07/05/2024
MA;Montes Altos;2107001;;;;;;;;;;;3732.;07/05/2024
MA;Paço do Lumiar;2107506;;;;;;;;;;;3732.;07/05/2024
MA;Palmeirândia;2107605;;;;;;;;;;;3732.;07/05/2024
MA;Paulino Neves;2108058;;;;;;;;;;;3732.;07/05/2024
MA;Pinheiro;2108603;;;;;;;;;;;3732.;07/05/2024
MA;Pio XII;2108702;;;;;;;;;;;3732.;07/05/2024
MA;Porto Rico do Maranhão;2109056;;;;;;;;;;;3732.;07/05/2024
MA;Riachão;2109502;;;;;;;;;;;3732.;07/05/2024
MA;São Bento;2110500;;;;;;;;;;;3732.;07/05/2024
MA;São Domingos do Azeitão;2110658;;;;;;;;;;;3732.;07/05/2024
MA;São José de Ribamar;2111201;;;;;;;;;;;3732.;07/05/2024
MA;São Pedro da Água Branca;2111532;;;;;;;;;;;3732.;07/05/2024
MA;São Pedro dos Crentes;2111573;;;;;;;;;;;3732.;07/05/2024
MA;São Raimundo do Doca Bezerra;2111631;;;;;;;;;;;3732.;07/05/2024
MA;Senador La Rocque;2111763;;;;;;;;;;;3732.;07/05/2024
MA;Tasso Fragoso;2112001;;;;;;;;;;;3732.;07/05/2024
MA;Timon;2112209;;;;;;;;;;;3732.;07/05/2024
MA;Trizidela do Vale;2112233;;;;;;;;;;;3732.;07/05/2024
MA;Turiaçu;2112407;;;;;;;;;;;3732.;07/05/2024
MA;Turilândia;2112456;;;;;;;;;;;3732.;07/05/2024
MG;Abre Campo;3100302;;;;;;;;;;;3732.;07/05/2024
MG;Água Comprida;3100708;;;;;;;;;;;3732.;07/05/2024
MG;Águas Vermelhas;3101003;;;;;;;;;;;3732.;07/05/2024
MG;Aimorés;3101102;;;;;;;;;;;3732.;07/05/2024
MG;Aiuruoca;3101201;;;;;;;;;;;3732.;07/05/2024
MG;Alagoa;3101300;;;;;;;;;;;3732.;07/05/2024
MG;Alto Jequitibá;3153509;;;;;;;;;;;3732.;07/05/2024
MG;Alto Rio Doce;3102100;;;;;;;;;;;3732.;07/05/2024
MG;Alvarenga;3102209;;;;;;;;;;;3732.;07/05/2024
MG;Alvorada de Minas;3102407;;;;;;;;;;;3732.;07/05/2024
MG;Arantina;3103603;;;;;;;;;;;3732.;07/05/2024
MG;Araporã;3103751;;;;;;;;;;;3732.;07/05/2024
MG;Araxá;3104007;;;;;;;;;;;3732.;07/05/2024
MG;Arcos;3104205;;;;;;;;;;;3732.;07/05/2024
MG;Argirita;3104403;;;;;;;;;;;3732.;07/05/2024
MG;Ataléia;3104700;;;;;;;;;;;3732.;07/05/2024
MG;Bandeira;3105202;;;;;;;;;;;3732.;07/05/2024
MG;Bandeira do Sul;3105301;;;;;;;;;;;3732.;07/05/2024
MG;Barra Longa;3105707;;;;;;;;;;;3732.;07/05/2024
MG;Belo Vale;3106408;;;;;;;;;;;3732.;07/05/2024
MG;Bias Fortes;3106804;;;;;;;;;;;3732.;07/05/2024
MG;Bocaina de Minas;3107208;;;;;;;;;;;3732.;07/05/2024
MG;Bom Despacho;3107406;;;;;;;;;;;3732.;07/05/2024
MG;Bom Jardim de Minas;3107505;;;;;;;;;;;3732.;07/05/2024
MG;Bom Jesus da Penha;3107604;;;;;;;;;;;3732.;07/05/2024
MG;Bom Repouso;3107901;;;;;;;;;;;3732.;07/05/2024
MG;Bonfim;3108107;;;;;;;;;;;3732.;07/05/2024
MG;Bonfinópolis de Minas;3108206;;;;;;;;;;;3732.;07/05/2024
MG;Brás Pires;3108701;;;;;;;;;;;3732.;07/05/2024
MG;Bugre;3109253;;;;;;;;;;;3732.;07/05/2024
MG;Cachoeira da Prata;3109600;;;;;;;;;;;3732.;07/05/2024
MG;Cachoeira de Minas;3109709;;;;;;;;;;;3732.;07/05/2024
MG;Cajuri;3110202;;;;;;;;;;;3732.;07/05/2024
MG;Camanducaia;3110509;;;;;;;;;;;3732.;07/05/2024
MG;Campo Florido;3111408;;;;;;;;;;;3732.;07/05/2024
MG;Canaã;3111705;;;;;;;;;;;3732.;07/05/2024
MG;Capelinha;3112307;;;;;;;;;;;3732.;07/05/2024
MG;Capim Branco;3112505;;;;;;;;;;;3732.;07/05/2024
MG;Capitólio;3112802;;;;;;;;;;;3732.;07/05/2024
MG;Carlos Chagas;3113701;;;;;;;;;;;3732.;07/05/2024
MG;Carmo do Cajuru;3114204;;;;;;;;;;;3732.;07/05/2024
MG;Catas Altas;3115359;;;;;;;;;;;3732.;07/05/2024
MG;Catuji;3115458;;;;;;;;;;;3732.;07/05/2024
MG;Chalé;3116001;;;;;;;;;;;3732.;07/05/2024
MG;Chiador;3116209;;;;;;;;;;;3732.;07/05/2024
MG;Cláudio;3116605;;;;;;;;;;;3732.;07/05/2024
MG;Comercinho;3117009;;;;;;;;;;;3732.;07/05/2024
MG;Conceição da Aparecida;3117108;;;;;;;;;;;3732.;07/05/2024
MG;Conceição do Mato Dentro;3117504;;;;;;;;;;;3732.;07/05/2024
MG;Confins;3117876;;;;;;;;;;;3732.;07/05/2024
MG;Conselheiro Lafaiete;3118304;;;;;;;;;;;3732.;07/05/2024
MG;Coroaci;3119203;;;;;;;;;;;3732.;07/05/2024
MG;Coromandel;3119302;;;;;;;;;;;3732.;07/05/2024
MG;Coronel Xavier Chaves;3119708;;;;;;;;;;;3732.;07/05/2024
MG;Córrego do Bom Jesus;3119906;;;;;;;;;;;3732.;07/05/2024
MG;Córrego Novo;3120003;;;;;;;;;;;3732.;07/05/2024
MG;Cristina;3120508;;;;;;;;;;;3732.;07/05/2024
MG;Crucilândia;3120607;;;;;;;;;;;3732.;07/05/2024
MG;Datas;3121001;;;;;;;;;;;3732.;07/05/2024
MG;Delfinópolis;3121209;;;;;;;;;;;3732.;07/05/2024
MG;Desterro de Entre Rios;3121407;;;;;;;;;;;3732.;07/05/2024
MG;Desterro do Melo;3121506;;;;;;;;;;;3732.;07/05/2024
MG;Divinésia;3121902;;;;;;;;;;;3732.;07/05/2024
MG;Divino;3122009;;;;;;;;;;;3732.;07/05/2024
MG;Dom Bosco;3122470;;;;;;;;;;;3732.;07/05/2024
